raceId,driverId,constructorId,positionText,positionOrder,points,rank
199,57,1,2,2,6.0,\N
199,56,6,3,3,4.0,\N
199,25,22,4,4,3.0,\N
199,21,22,5,5,2.0,\N
199,23,17,6,6,1.0,\N
199,35,3,7,7,0.0,\N
199,75,18,8,8,0.0,\N
199,68,25,9,9,0.0,\N
199,55,15,R,10,0.0,\N
199,64,21,R,11,0.0,\N
199,44,20,R,12,0.0,\N
199,22,24,R,13,0.0,\N
199,50,24,R,14,0.0,\N
199,14,1,R,15,0.0,\N
199,15,20,R,16,0.0,\N
199,73,25,R,17,0.0,\N
199,74,18,R,18,0.0,\N
199,65,15,R,19,0.0,\N
199,63,21,R,20,0.0,\N
199,49,3,R,21,0.0,\N
199,71,17,R,22,0.0,\N
200,57,1,1,1,10.0,\N
200,14,1,2,2,6.0,\N
200,30,6,3,3,4.0,\N
200,56,6,4,4,3.0,\N
200,23,17,5,5,2.0,\N
200,35,3,6,6,1.0,\N
200,71,17,7,7,0.0,\N
200,65,15,8,8,0.0,\N
200,25,22,9,9,0.0,\N
200,15,20,10,10,0.0,\N
200,75,18,11,11,0.0,\N
200,73,25,12,12,0.0,\N
200,50,24,R,13,0.0,\N
200,74,18,R,14,0.0,\N
200,21,22,R,15,0.0,\N
200,55,15,R,16,0.0,\N
200,49,3,R,17,0.0,\N
200,22,24,R,18,0.0,\N
200,64,21,R,19,0.0,\N
200,63,21,R,20,0.0,\N
200,44,20,R,21,0.0,\N
200,68,25,R,22,0.0,\N
201,57,1,1,1,10.0,\N
201,14,1,2,2,6.0,\N
201,35,3,3,3,4.0,\N
201,71,17,4,4,3.0,\N
201,30,6,5,5,2.0,\N
201,23,17,6,6,1.0,\N
201,21,22,7,7,0.0,\N
201,56,6,8,8,0.0,\N
201,49,3,9,9,0.0,\N
201,55,15,10,10,0.0,\N
201,25,22,11,11,0.0,\N
201,15,20,12,12,0.0,\N
201,68,25,13,13,0.0,\N
201,63,21,14,14,0.0,\N
201,44,20,15,15,0.0,\N
201,74,18,16,16,0.0,\N
201,65,15,R,17,0.0,\N
201,75,18,R,18,0.0,\N
201,22,24,R,19,0.0,\N
201,50,24,R,20,0.0,\N
201,64,21,R,21,0.0,\N
202,30,6,1,1,10.0,\N
202,14,1,2,2,6.0,\N
202,35,3,3,3,4.0,\N
202,71,17,4,4,3.0,\N
202,49,3,5,5,2.0,\N
202,57,1,6,6,1.0,\N
202,55,15,7,7,0.0,\N
202,21,22,8,8,0.0,\N
202,23,17,9,9,0.0,\N
202,65,15,10,10,0.0,\N
202,64,21,11,11,0.0,\N
202,44,20,12,12,0.0,\N
202,50,24,13,13,0.0,\N
202,68,25,14,14,0.0,\N
202,75,18,15,15,0.0,\N
202,25,22,R,16,0.0,\N
202,22,24,R,17,0.0,\N
202,15,20,R,18,0.0,\N
202,63,21,R,19,0.0,\N
202,56,6,R,20,0.0,\N
202,74,18,R,21,0.0,\N
203,71,17,1,1,10.0,\N
203,23,17,2,2,6.0,\N
203,55,15,3,3,4.0,\N
203,49,3,4,4,3.0,\N
203,64,21,5,5,2.0,\N
203,15,20,6,6,1.0,\N
203,14,1,7,7,0.0,\N
203,75,18,8,8,0.0,\N
203,21,22,R,9,0.0,\N
203,30,6,R,10,0.0,\N
203,56,6,R,11,0.0,\N
203,74,18,R,12,0.0,\N
203,35,3,R,13,0.0,\N
203,68,25,R,14,0.0,\N
203,50,24,R,15,0.0,\N
203,57,1,R,16,0.0,\N
203,25,22,R,17,0.0,\N
203,65,15,R,18,0.0,\N
203,22,24,W,19,0.0,\N
203,44,20,W,20,0.0,\N
203,63,21,W,21,0.0,\N
203,73,25,W,22,0.0,\N
204,30,6,1,1,10.0,\N
204,56,6,2,2,6.0,\N
204,23,17,3,3,4.0,\N
204,57,1,4,4,3.0,\N
204,55,15,5,5,2.0,\N
204,71,17,6,6,1.0,\N
204,49,3,7,7,0.0,\N
204,21,22,8,8,0.0,\N
204,68,25,9,9,0.0,\N
204,22,24,10,10,0.0,\N
204,74,18,11,11,0.0,\N
204,73,25,12,12,0.0,\N
204,15,20,13,13,0.0,\N
204,50,24,R,14,0.0,\N
204,35,3,R,15,0.0,\N
204,63,21,R,16,0.0,\N
204,25,22,R,17,0.0,\N
204,14,1,R,18,0.0,\N
204,44,20,R,19,0.0,\N
204,75,18,R,20,0.0,\N
204,65,15,R,21,0.0,\N
204,64,21,R,22,0.0,\N
205,57,1,1,1,10.0,\N
205,30,6,2,2,6.0,\N
205,14,1,3,3,4.0,\N
205,56,6,4,4,3.0,\N
205,49,3,5,5,2.0,\N
205,21,22,6,6,1.0,\N
205,25,22,7,7,0.0,\N
205,35,3,8,8,0.0,\N
205,71,17,9,9,0.0,\N
205,55,15,10,10,0.0,\N
205,22,24,11,11,0.0,\N
205,44,20,12,12,0.0,\N
205,50,24,13,13,0.0,\N
205,63,21,14,14,0.0,\N
205,75,18,15,15,0.0,\N
205,68,25,16,16,0.0,\N
205,74,18,R,17,0.0,\N
205,23,17,R,18,0.0,\N
205,65,15,R,19,0.0,\N
205,73,25,R,20,0.0,\N
205,15,20,R,21,0.0,\N
205,64,21,R,22,0.0,\N
206,57,1,1,1,10.0,\N
206,56,6,2,2,6.0,\N
206,14,1,3,3,4.0,\N
206,71,17,4,4,3.0,\N
206,49,3,5,5,2.0,\N
206,35,3,6,6,1.0,\N
206,55,15,7,7,0.0,\N
206,21,22,8,8,0.0,\N
206,25,22,9,9,0.0,\N
206,65,15,10,10,0.0,\N
206,44,20,11,11,0.0,\N
206,15,20,12,12,0.0,\N
206,75,18,R,13,0.0,\N
206,30,6,R,14,0.0,\N
206,68,25,R,15,0.0,\N
206,74,18,R,16,0.0,\N
206,22,24,R,17,0.0,\N
206,50,24,R,18,0.0,\N
206,63,21,R,19,0.0,\N
206,23,17,R,20,0.0,\N
206,64,21,R,21,0.0,\N
206,73,25,F,22,0.0,\N
207,14,1,1,1,10.0,\N
207,30,6,2,2,6.0,\N
207,57,1,3,3,4.0,\N
207,77,22,4,4,3.0,\N
207,44,20,5,5,2.0,\N
207,78,15,6,6,1.0,\N
207,75,20,7,7,0.0,\N
207,49,3,8,8,0.0,\N
207,15,18,9,9,0.0,\N
207,64,21,10,10,0.0,\N
207,22,24,R,11,0.0,\N
207,63,25,R,12,0.0,\N
207,76,24,R,13,0.0,\N
207,55,22,R,14,0.0,\N
207,79,18,R,15,0.0,\N
207,21,17,R,16,0.0,\N
207,50,25,R,17,0.0,\N
207,23,17,R,18,0.0,\N
207,35,3,R,19,0.0,\N
207,56,6,R,20,0.0,\N
207,65,15,R,21,0.0,\N
207,71,21,W,22,0.0,\N
207,80,26,F,23,0.0,\N
207,73,26,F,24,0.0,\N
208,35,3,1,1,10.0,\N
208,77,22,2,2,6.0,\N
208,44,20,3,3,4.0,\N
208,57,1,4,4,3.0,\N
208,30,6,5,5,2.0,\N
208,55,22,6,6,1.0,\N
208,65,15,7,7,0.0,\N
208,21,17,8,8,0.0,\N
208,49,3,9,9,0.0,\N
208,14,1,10,10,0.0,\N
208,78,15,11,11,0.0,\N
208,15,18,12,12,0.0,\N
208,63,25,13,13,0.0,\N
208,75,20,14,14,0.0,\N
208,50,25,15,15,0.0,\N
208,56,6,16,16,0.0,\N
208,71,21,17,17,0.0,\N
208,79,18,18,18,0.0,\N
208,23,17,R,19,0.0,\N
208,22,24,R,20,0.0,\N
208,64,21,R,21,0.0,\N
208,76,24,R,22,0.0,\N
209,35,3,1,1,10.0,\N
209,56,6,2,2,6.0,\N
209,23,17,3,3,4.0,\N
209,65,15,4,4,3.0,\N
209,57,1,5,5,2.0,\N
209,77,22,6,6,1.0,\N
209,55,22,7,7,0.0,\N
209,63,25,8,8,0.0,\N
209,15,18,9,9,0.0,\N
209,76,24,10,10,0.0,\N
209,78,15,R,11,0.0,\N
209,64,21,R,12,0.0,\N
209,75,20,R,13,0.0,\N
209,50,25,R,14,0.0,\N
209,79,18,R,15,0.0,\N
209,71,21,R,16,0.0,\N
209,21,17,R,17,0.0,\N
209,22,24,R,18,0.0,\N
209,44,20,R,19,0.0,\N
209,49,3,R,20,0.0,\N
209,30,6,R,21,0.0,\N
209,14,1,R,22,0.0,\N
210,49,3,1,1,10.0,\N
210,30,6,2,2,6.0,\N
210,56,6,3,3,4.0,\N
210,21,17,4,4,3.0,\N
210,55,22,5,5,2.0,\N
210,57,1,6,6,1.0,\N
210,78,15,7,7,0.0,\N
210,44,20,8,8,0.0,\N
210,63,25,9,9,0.0,\N
210,50,25,10,10,0.0,\N
210,79,18,11,11,0.0,\N
210,64,21,R,12,0.0,\N
210,35,3,R,13,0.0,\N
210,14,1,R,14,0.0,\N
210,22,24,R,15,0.0,\N
210,65,15,R,16,0.0,\N
210,23,17,R,17,0.0,\N
210,75,20,R,18,0.0,\N
210,71,21,R,19,0.0,\N
210,77,22,R,20,0.0,\N
210,76,24,R,21,0.0,\N
210,15,18,W,22,0.0,\N
211,30,6,1,1,10.0,\N
211,22,24,2,2,6.0,\N
211,56,6,3,3,4.0,\N
211,44,20,4,4,3.0,\N
211,63,25,5,5,2.0,\N
211,21,17,6,6,1.0,\N
211,76,24,7,7,0.0,\N
211,50,25,8,8,0.0,\N
211,77,22,9,9,0.0,\N
211,79,18,10,10,0.0,\N
211,49,3,R,11,0.0,\N
211,75,20,R,12,0.0,\N
211,78,15,R,13,0.0,\N
211,55,22,R,14,0.0,\N
211,35,3,R,15,0.0,\N
211,23,17,R,16,0.0,\N
211,65,15,R,17,0.0,\N
211,15,18,R,18,0.0,\N
211,14,1,R,19,0.0,\N
211,57,1,R,20,0.0,\N
211,71,21,R,21,0.0,\N
211,64,21,R,22,0.0,\N
212,35,3,1,1,10.0,\N
212,44,20,2,2,6.0,\N
212,55,22,3,3,4.0,\N
212,30,6,4,4,3.0,\N
212,65,15,5,5,2.0,\N
212,14,1,6,6,1.0,\N
212,57,1,7,7,0.0,\N
212,49,3,8,8,0.0,\N
212,21,17,9,9,0.0,\N
212,77,22,10,10,0.0,\N
212,50,25,11,11,0.0,\N
212,56,6,12,12,0.0,\N
212,76,24,13,13,0.0,\N
212,81,15,14,14,0.0,\N
212,15,18,15,15,0.0,\N
212,64,21,R,16,0.0,\N
212,23,17,R,17,0.0,\N
212,22,24,R,18,0.0,\N
212,63,25,R,19,0.0,\N
212,75,20,R,20,0.0,\N
212,71,21,R,21,0.0,\N
212,79,18,R,22,0.0,\N
213,30,6,1,1,10.0,\N
213,55,22,2,2,6.0,\N
213,21,17,3,3,4.0,\N
213,49,3,4,4,3.0,\N
213,65,15,5,5,2.0,\N
213,75,20,6,6,1.0,\N
213,14,1,7,7,0.0,\N
213,64,21,8,8,0.0,\N
213,71,21,9,9,0.0,\N
213,81,15,10,10,0.0,\N
213,44,20,11,11,0.0,\N
213,63,25,R,12,0.0,\N
213,50,25,R,13,0.0,\N
213,25,22,R,14,0.0,\N
213,22,24,R,15,0.0,\N
213,15,18,R,16,0.0,\N
213,23,17,R,17,0.0,\N
213,79,18,R,18,0.0,\N
213,35,3,R,19,0.0,\N
213,57,1,R,20,0.0,\N
213,56,6,R,21,0.0,\N
213,76,24,R,22,0.0,\N
214,30,6,1,1,10.0,\N
214,49,3,2,2,6.0,\N
214,56,6,3,3,4.0,\N
214,35,3,4,4,3.0,\N
214,55,22,5,5,2.0,\N
214,23,17,6,6,1.0,\N
214,14,1,7,7,0.0,\N
214,65,15,8,8,0.0,\N
214,21,17,9,9,0.0,\N
214,15,20,10,10,0.0,\N
214,79,18,11,11,0.0,\N
214,71,21,12,12,0.0,\N
214,63,25,R,13,0.0,\N
214,25,22,R,14,0.0,\N
214,64,21,R,15,0.0,\N
214,82,15,R,16,0.0,\N
214,22,24,R,17,0.0,\N
214,76,24,R,18,0.0,\N
214,57,1,R,19,0.0,\N
214,50,25,R,20,0.0,\N
214,75,20,R,21,0.0,\N
214,58,18,R,22,0.0,\N
215,35,3,1,1,10.0,\N
215,55,22,2,2,6.0,\N
215,25,22,3,3,4.0,\N
215,14,1,4,4,3.0,\N
215,23,17,5,5,2.0,\N
215,71,21,6,6,1.0,\N
215,21,17,7,7,0.0,\N
215,15,20,8,8,0.0,\N
215,82,15,9,9,0.0,\N
215,58,18,10,10,0.0,\N
215,75,20,11,11,0.0,\N
215,57,1,R,12,0.0,\N
215,76,24,R,13,0.0,\N
215,50,25,R,14,0.0,\N
215,56,6,R,15,0.0,\N
215,63,25,R,16,0.0,\N
215,65,15,R,17,0.0,\N
215,30,6,R,18,0.0,\N
215,22,24,R,19,0.0,\N
215,64,21,R,20,0.0,\N
215,49,3,R,21,0.0,\N
215,79,18,R,22,0.0,\N
216,77,22,1,1,10.0,\N
216,30,6,2,2,6.0,\N
216,57,1,3,3,4.0,\N
216,15,20,4,4,3.0,\N
216,23,17,5,5,2.0,\N
216,55,22,6,6,1.0,\N
216,75,20,7,7,0.0,\N
216,71,21,8,8,0.0,\N
216,82,15,9,9,0.0,\N
216,50,25,10,10,0.0,\N
216,21,17,11,11,0.0,\N
216,22,24,R,12,0.0,\N
216,63,25,R,13,0.0,\N
216,35,3,R,14,0.0,\N
216,76,24,R,15,0.0,\N
216,79,18,R,16,0.0,\N
216,65,15,R,17,0.0,\N
216,64,21,R,18,0.0,\N
216,14,1,R,19,0.0,\N
216,49,3,R,20,0.0,\N
216,56,6,R,21,0.0,\N
216,58,18,R,22,0.0,\N
217,35,3,1,1,10.0,\N
217,71,21,2,2,6.0,\N
217,65,15,3,3,4.0,\N
217,30,6,4,4,3.0,\N
217,23,17,5,5,2.0,\N
217,75,20,6,6,1.0,\N
217,15,20,7,7,0.0,\N
217,77,22,8,8,0.0,\N
217,56,6,9,9,0.0,\N
217,79,18,10,10,0.0,\N
217,55,22,11,11,0.0,\N
217,58,18,12,12,0.0,\N
217,63,25,13,13,0.0,\N
217,14,1,R,14,0.0,\N
217,50,25,R,15,0.0,\N
217,64,21,R,16,0.0,\N
217,21,17,R,17,0.0,\N
217,49,3,R,18,0.0,\N
217,22,24,R,19,0.0,\N
217,57,1,R,20,0.0,\N
217,81,15,R,21,0.0,\N
217,76,24,R,22,0.0,\N
218,30,6,1,1,10.0,\N
218,21,17,2,2,6.0,\N
218,49,3,3,3,4.0,\N
218,65,15,4,4,3.0,\N
218,35,3,5,5,2.0,\N
218,77,22,6,6,1.0,\N
218,64,21,7,7,0.0,\N
218,55,22,8,8,0.0,\N
218,81,15,9,9,0.0,\N
218,56,6,10,10,0.0,\N
218,63,25,11,11,0.0,\N
218,76,24,12,12,0.0,\N
218,71,21,13,13,0.0,\N
218,79,18,14,14,0.0,\N
218,15,20,15,15,0.0,\N
218,57,1,D,16,0.0,\N
218,50,25,R,17,0.0,\N
218,23,17,R,18,0.0,\N
218,14,1,R,19,0.0,\N
218,58,18,R,20,0.0,\N
218,22,24,R,21,0.0,\N
218,75,20,R,22,0.0,\N
219,14,1,1,1,10.0,\N
219,55,22,2,2,6.0,\N
219,49,3,3,3,4.0,\N
219,21,17,4,4,3.0,\N
219,35,3,5,5,2.0,\N
219,30,6,6,6,1.0,\N
219,77,22,7,7,0.0,\N
219,56,6,8,8,0.0,\N
219,57,1,9,9,0.0,\N
219,15,20,10,10,0.0,\N
219,75,20,11,11,0.0,\N
219,81,15,12,12,0.0,\N
219,22,24,13,13,0.0,\N
219,58,18,14,14,0.0,\N
219,71,21,R,15,0.0,\N
219,23,17,R,16,0.0,\N
219,65,15,R,17,0.0,\N
219,63,25,R,18,0.0,\N
219,76,24,R,19,0.0,\N
219,50,25,R,20,0.0,\N
219,79,18,R,21,0.0,\N
219,64,21,R,22,0.0,\N
220,35,3,1,1,10.0,\N
220,14,1,2,2,6.0,\N
220,49,3,3,3,4.0,\N
220,21,17,4,4,3.0,\N
220,23,17,5,5,2.0,\N
220,30,6,6,6,1.0,\N
220,71,21,7,7,0.0,\N
220,65,15,8,8,0.0,\N
220,81,15,9,9,0.0,\N
220,77,22,10,10,0.0,\N
220,79,18,11,11,0.0,\N
220,50,25,12,12,0.0,\N
220,64,21,13,13,0.0,\N
220,22,24,14,14,0.0,\N
220,15,20,R,15,0.0,\N
220,76,24,R,16,0.0,\N
220,75,20,R,17,0.0,\N
220,63,25,R,18,0.0,\N
220,56,6,R,19,0.0,\N
220,55,22,R,20,0.0,\N
220,57,1,R,21,0.0,\N
220,58,18,E,22,0.0,\N
221,35,3,1,1,10.0,\N
221,55,22,2,2,6.0,\N
221,49,3,3,3,4.0,\N
221,77,22,4,4,3.0,\N
221,64,21,5,5,2.0,\N
221,44,20,6,6,1.0,\N
221,65,15,7,7,0.0,\N
221,71,21,8,8,0.0,\N
221,81,15,9,9,0.0,\N
221,63,25,10,10,0.0,\N
221,50,25,R,11,0.0,\N
221,57,1,R,12,0.0,\N
221,22,24,R,13,0.0,\N
221,14,1,R,14,0.0,\N
221,76,24,R,15,0.0,\N
221,56,6,R,16,0.0,\N
221,75,20,R,17,0.0,\N
221,30,6,R,18,0.0,\N
221,58,18,R,19,0.0,\N
221,79,18,R,20,0.0,\N
221,21,17,R,21,0.0,\N
221,23,17,R,22,0.0,\N
222,30,6,1,1,10.0,\N
222,49,3,2,2,6.0,\N
222,56,6,3,3,4.0,\N
222,57,1,4,4,3.0,\N
222,55,22,5,5,2.0,\N
222,65,15,6,6,1.0,\N
222,21,17,7,7,0.0,\N
222,77,22,8,8,0.0,\N
222,23,17,9,9,0.0,\N
222,14,1,10,10,0.0,\N
222,71,21,11,11,0.0,\N
222,64,21,12,12,0.0,\N
222,50,25,13,13,0.0,\N
222,35,3,D,14,0.0,\N
222,58,18,R,15,0.0,\N
222,63,25,R,16,0.0,\N
222,44,20,R,17,0.0,\N
222,75,20,R,18,0.0,\N
222,79,18,R,19,0.0,\N
222,22,24,R,20,0.0,\N
222,76,24,R,21,0.0,\N
222,81,15,W,22,0.0,\N
223,57,1,1,1,10.0,\N
223,14,1,2,2,6.0,\N
223,35,3,3,3,4.0,\N
223,77,22,4,4,3.0,\N
223,56,6,5,5,2.0,\N
223,49,3,6,6,1.0,\N
223,44,20,7,7,0.0,\N
223,65,15,8,8,0.0,\N
223,76,24,9,9,0.0,\N
223,75,20,10,10,0.0,\N
223,21,17,11,11,0.0,\N
223,63,25,12,12,0.0,\N
223,55,22,13,13,0.0,\N
223,82,15,14,14,0.0,\N
223,58,18,15,15,0.0,\N
223,50,25,16,16,0.0,\N
223,79,18,17,17,0.0,\N
223,30,6,R,18,0.0,\N
223,71,21,R,19,0.0,\N
223,23,17,R,20,0.0,\N
223,22,24,R,21,0.0,\N
223,64,21,R,22,0.0,\N
224,71,3,1,1,10.0,\N
224,35,3,2,2,6.0,\N
224,56,6,3,3,4.0,\N
224,77,22,4,4,3.0,\N
224,57,1,5,5,2.0,\N
224,63,25,6,6,1.0,\N
224,44,27,7,7,0.0,\N
224,49,15,8,8,0.0,\N
224,73,29,9,9,0.0,\N
224,64,27,10,10,0.0,\N
224,79,25,11,11,0.0,\N
224,83,18,R,12,0.0,\N
224,30,6,R,13,0.0,\N
224,21,18,R,14,0.0,\N
224,22,17,R,15,0.0,\N
224,14,1,R,16,0.0,\N
224,50,29,R,17,0.0,\N
224,55,22,R,18,0.0,\N
224,84,17,R,19,0.0,\N
224,65,15,R,20,0.0,\N
224,69,28,F,21,0.0,\N
224,85,28,F,22,0.0,\N
225,71,3,1,1,10.0,\N
225,55,22,2,2,6.0,\N
225,30,6,3,3,4.0,\N
225,57,1,4,4,3.0,\N
225,63,25,5,5,2.0,\N
225,44,27,6,6,1.0,\N
225,56,6,7,7,0.0,\N
225,64,27,8,8,0.0,\N
225,79,25,9,9,0.0,\N
225,83,18,10,10,0.0,\N
225,69,28,11,11,0.0,\N
225,84,17,12,12,0.0,\N
225,22,17,R,13,0.0,\N
225,49,15,R,14,0.0,\N
225,14,1,R,15,0.0,\N
225,65,15,R,16,0.0,\N
225,35,3,R,17,0.0,\N
225,77,22,R,18,0.0,\N
225,85,28,R,19,0.0,\N
225,73,29,R,20,0.0,\N
225,50,29,R,21,0.0,\N
225,58,18,R,22,0.0,\N
226,71,3,1,1,10.0,\N
226,35,3,2,2,6.0,\N
226,55,22,3,3,4.0,\N
226,22,17,4,4,3.0,\N
226,56,6,5,5,2.0,\N
226,50,29,6,6,1.0,\N
226,14,1,7,7,0.0,\N
226,44,27,8,8,0.0,\N
226,65,15,9,9,0.0,\N
226,85,28,10,10,0.0,\N
226,77,22,R,11,0.0,\N
226,30,6,R,12,0.0,\N
226,83,18,R,13,0.0,\N
226,63,25,R,14,0.0,\N
226,84,17,R,15,0.0,\N
226,58,18,R,16,0.0,\N
226,49,15,R,17,0.0,\N
226,64,27,R,18,0.0,\N
226,79,25,R,19,0.0,\N
226,73,29,R,20,0.0,\N
226,69,28,R,21,0.0,\N
226,57,1,R,22,0.0,\N
227,35,3,1,1,10.0,\N
227,30,6,2,2,6.0,\N
227,14,1,3,3,4.0,\N
227,71,3,4,4,3.0,\N
227,22,17,5,5,2.0,\N
227,84,17,6,6,1.0,\N
227,65,15,7,7,0.0,\N
227,57,1,8,8,0.0,\N
227,77,22,9,9,0.0,\N
227,64,27,10,10,0.0,\N
227,73,29,11,11,0.0,\N
227,83,18,12,12,0.0,\N
227,21,18,13,13,0.0,\N
227,63,25,D,14,0.0,\N
227,79,25,D,15,0.0,\N
227,49,15,R,16,0.0,\N
227,50,29,R,17,0.0,\N
227,44,27,R,18,0.0,\N
227,56,6,R,19,0.0,\N
227,55,22,R,20,0.0,\N
227,85,28,F,21,0.0,\N
227,69,28,F,22,0.0,\N
228,71,3,1,1,10.0,\N
228,30,6,2,2,6.0,\N
228,77,22,3,3,4.0,\N
228,56,6,4,4,3.0,\N
228,22,17,5,5,2.0,\N
228,55,22,6,6,1.0,\N
228,64,27,7,7,0.0,\N
228,57,1,8,8,0.0,\N
228,83,18,9,9,0.0,\N
228,69,28,10,10,0.0,\N
228,35,3,11,11,0.0,\N
228,44,27,R,12,0.0,\N
228,79,25,R,13,0.0,\N
228,14,1,R,14,0.0,\N
228,73,29,R,15,0.0,\N
228,50,29,R,16,0.0,\N
228,84,17,R,17,0.0,\N
228,49,15,R,18,0.0,\N
228,21,18,R,19,0.0,\N
228,65,15,R,20,0.0,\N
228,63,25,R,21,0.0,\N
228,85,28,F,22,0.0,\N
229,44,27,1,1,10.0,\N
229,14,1,2,2,6.0,\N
229,65,15,3,3,4.0,\N
229,49,15,4,4,3.0,\N
229,63,25,5,5,2.0,\N
229,57,1,6,6,1.0,\N
229,56,6,7,7,0.0,\N
229,35,3,R,8,0.0,\N
229,55,22,R,9,0.0,\N
229,69,28,R,10,0.0,\N
229,71,3,R,11,0.0,\N
229,84,17,R,12,0.0,\N
229,77,22,R,13,0.0,\N
229,64,27,R,14,0.0,\N
229,73,29,R,15,0.0,\N
229,79,25,R,16,0.0,\N
229,30,6,R,17,0.0,\N
229,22,17,R,18,0.0,\N
229,83,18,R,19,0.0,\N
229,21,18,R,20,0.0,\N
229,50,29,R,21,0.0,\N
229,85,28,F,22,0.0,\N
230,30,6,1,1,10.0,\N
230,55,22,2,2,6.0,\N
230,35,3,3,3,4.0,\N
230,49,15,4,4,3.0,\N
230,57,1,5,5,2.0,\N
230,64,27,6,6,1.0,\N
230,50,29,R,7,0.0,\N
230,22,17,R,8,0.0,\N
230,77,22,R,9,0.0,\N
230,65,15,R,10,0.0,\N
230,84,17,R,11,0.0,\N
230,63,25,D,12,0.0,\N
230,71,3,R,13,0.0,\N
230,79,25,R,14,0.0,\N
230,56,6,R,15,0.0,\N
230,44,27,R,16,0.0,\N
230,21,18,R,17,0.0,\N
230,14,1,R,18,0.0,\N
230,73,29,R,19,0.0,\N
230,83,18,R,20,0.0,\N
230,69,28,F,21,0.0,\N
230,85,28,F,22,0.0,\N
231,71,3,1,1,10.0,\N
231,35,3,2,2,6.0,\N
231,55,22,3,3,4.0,\N
231,14,1,4,4,3.0,\N
231,57,1,5,5,2.0,\N
231,84,17,6,6,1.0,\N
231,65,15,7,7,0.0,\N
231,21,18,8,8,0.0,\N
231,83,18,R,9,0.0,\N
231,69,28,R,10,0.0,\N
231,77,22,R,11,0.0,\N
231,30,6,R,12,0.0,\N
231,44,27,R,13,0.0,\N
231,63,25,R,14,0.0,\N
231,64,27,R,15,0.0,\N
231,22,17,R,16,0.0,\N
231,85,28,R,17,0.0,\N
231,49,15,R,18,0.0,\N
231,50,29,R,19,0.0,\N
231,73,29,R,20,0.0,\N
231,79,25,R,21,0.0,\N
231,56,6,R,22,0.0,\N
232,71,3,1,1,10.0,\N
232,35,3,2,2,6.0,\N
232,55,22,3,3,4.0,\N
232,77,22,4,4,3.0,\N
232,57,1,5,5,2.0,\N
232,14,1,6,6,1.0,\N
232,44,27,7,7,0.0,\N
232,84,17,8,8,0.0,\N
232,22,17,9,9,0.0,\N
232,63,25,10,10,0.0,\N
232,73,29,11,11,0.0,\N
232,83,18,12,12,0.0,\N
232,65,15,D,13,0.0,\N
232,49,15,R,14,0.0,\N
232,79,25,R,15,0.0,\N
232,69,28,R,16,0.0,\N
232,64,27,R,17,0.0,\N
232,50,29,R,18,0.0,\N
232,56,6,R,19,0.0,\N
232,21,18,R,20,0.0,\N
232,85,28,R,21,0.0,\N
232,30,6,W,22,0.0,\N
233,35,3,1,1,10.0,\N
233,77,22,2,2,6.0,\N
233,57,1,3,3,4.0,\N
233,22,17,4,4,3.0,\N
233,14,1,5,5,2.0,\N
233,84,17,6,6,1.0,\N
233,63,25,7,7,0.0,\N
233,49,15,8,8,0.0,\N
233,65,15,9,9,0.0,\N
233,50,29,10,10,0.0,\N
233,21,18,11,11,0.0,\N
233,55,22,R,12,0.0,\N
233,44,27,R,13,0.0,\N
233,64,27,R,14,0.0,\N
233,71,3,R,15,0.0,\N
233,83,18,R,16,0.0,\N
233,73,29,R,17,0.0,\N
233,79,25,R,18,0.0,\N
233,56,6,R,19,0.0,\N
233,30,6,R,20,0.0,\N
233,85,28,F,21,0.0,\N
233,69,28,F,22,0.0,\N
234,71,3,1,1,10.0,\N
234,55,22,2,2,6.0,\N
234,35,3,3,3,4.0,\N
234,30,6,4,4,3.0,\N
234,14,1,5,5,2.0,\N
234,22,17,6,6,1.0,\N
234,44,27,7,7,0.0,\N
234,49,15,8,8,0.0,\N
234,63,25,9,9,0.0,\N
234,84,17,10,10,0.0,\N
234,73,29,11,11,0.0,\N
234,83,18,12,12,0.0,\N
234,77,22,13,13,0.0,\N
234,56,6,R,14,0.0,\N
234,65,15,R,15,0.0,\N
234,64,27,R,16,0.0,\N
234,79,25,R,17,0.0,\N
234,57,1,R,18,0.0,\N
234,50,29,R,19,0.0,\N
234,86,18,F,20,0.0,\N
235,35,3,1,1,10.0,\N
235,71,3,2,2,6.0,\N
235,55,22,3,3,4.0,\N
235,57,1,4,4,3.0,\N
235,44,27,5,5,2.0,\N
235,22,17,6,6,1.0,\N
235,79,25,7,7,0.0,\N
235,73,29,8,8,0.0,\N
235,30,6,9,9,0.0,\N
235,86,18,10,10,0.0,\N
235,77,22,R,11,0.0,\N
235,49,15,R,12,0.0,\N
235,65,15,R,13,0.0,\N
235,56,6,R,14,0.0,\N
235,83,18,R,15,0.0,\N
235,14,1,R,16,0.0,\N
235,50,29,R,17,0.0,\N
235,84,17,R,18,0.0,\N
235,64,27,R,19,0.0,\N
235,63,25,R,20,0.0,\N
236,30,6,1,1,10.0,\N
236,35,3,2,2,6.0,\N
236,57,1,3,3,4.0,\N
236,55,22,4,4,3.0,\N
236,71,3,5,5,2.0,\N
236,77,22,6,6,1.0,\N
236,63,25,7,7,0.0,\N
236,79,25,8,8,0.0,\N
236,73,29,9,9,0.0,\N
236,83,18,10,10,0.0,\N
236,14,1,R,11,0.0,\N
236,84,17,R,12,0.0,\N
